"Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title","MMWRyear","MMWRweek","Collection_Season","Type","clade","G_clade","Collection_YearWeek","Collection_Date_dec"
"MZ516120.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0110-V02","ssRNA(-)",15279,"complete","Spain",2019-12-09,"Human respiratory syncytial virus A isolate SE01A-0110-V02, complete genome",2019,50,"2019/2020","A","A.D.1","GA2.3.5","2019/50",2019.93698630137
"MZ516124.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0023-D02","ssRNA(-)",15282,"partial","Spain",2020-01-04,"Human respiratory syncytial virus A isolate SE02-0023-D02, partial genome",2020,1,"2019/2020","A","A.D.3","GA2.3.5","2020/01",2020.00819672131
"MZ516127.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8513-D04","ssRNA(-)",15273,"partial","United Kingdom",2018-11-16,"Human respiratory syncytial virus A isolate OX02-8513-D04, partial genome",2018,46,"2018/2019","A","A.D.1","GA2.3.5","2018/46",2018.87397260274
"MZ516128.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8017-D02","ssRNA(-)",15251,"partial","United Kingdom",2019-11-28,"Human respiratory syncytial virus A isolate OX02-8017-D02, partial genome",2019,48,"2019/2020","A","A.D.3","GA2.3.5","2019/48",2019.90684931507
"MZ516129.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8584-V01","ssRNA(-)",15272,"complete","United Kingdom",2019-11-07,"Human respiratory syncytial virus A isolate OX02-8584-V01, complete genome",2019,45,"2019/2020","A","A.D.2.2","GA2.3.5","2019/45",2019.84931506849
"MZ516130.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX03-0094-V02","ssRNA(-)",15272,"complete","United Kingdom",2018-01-30,"Human respiratory syncytial virus A isolate OX03-0094-V02, complete genome",2018,5,"2017/2018","A","A.D.1","GA2.3.5","2018/05",2018.07945205479
"MZ516131.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-9801-D04","ssRNA(-)",15271,"partial","United Kingdom",2019-12-16,"Human respiratory syncytial virus A isolate OX02-9801-D04, partial genome",2019,51,"2019/2020","A","A.D.3","GA2.3.5","2019/51",2019.95616438356
"MZ516132.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0211-V01","ssRNA(-)",15273,"complete","Netherlands",2019-12-13,"Human respiratory syncytial virus A isolate UU02-0211-V01, complete genome",2019,50,"2019/2020","A","A.D.2.1","GA2.3.5","2019/50",2019.94794520548
"MZ516134.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0124-V02","ssRNA(-)",15275,"complete","Netherlands",2019-12-03,"Human respiratory syncytial virus A isolate UU01A-0124-V02, complete genome",2019,49,"2019/2020","A","A.D.5","GA2.3.5","2019/49",2019.92054794521
"MZ516137.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-9328-D02","ssRNA(-)",15275,"complete","United Kingdom",2019-11-24,"Human respiratory syncytial virus A isolate OX02-9328-D02, complete genome",2019,48,"2019/2020","A","A.D.1","GA2.3.5","2019/48",2019.89589041096
"MZ516138.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0169-D02","ssRNA(-)",15227,"partial","Netherlands",2020-02-07,"Human respiratory syncytial virus A isolate UU02-0169-D02, partial genome",2020,6,"2019/2020","A","A.D.3","GA2.3.5","2020/06",2020.10109289617
"MZ516142.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0015-V01","ssRNA(-)",15278,"partial","Spain",2019-11-19,"Human respiratory syncytial virus A isolate SE02-0015-V01, partial genome",2019,47,"2019/2020","A","A.D.1","GA2.3.5","2019/47",2019.88219178082
"NC_038235.1","Human orthopneumovirus","National Center for Biotechnology Information, NIH","USA",NA,"ssRNA(-)",15222,"complete",NA,NA,"Human orthopneumovirus Subgroup A, complete cds",NA,NA,NA,"A","A.1","GA1","NA/NA",NA
"ON152648.1","Human respiratory syncytial virus A","The Federal Research Center of Fundamental and Translational Medicine, Eurasian Institute of Zoonotic Infections","Russia","RSVA/Novosibirsk/7.69Hl/2022","ssRNA(-)",15253,"complete","Russia",2021-10-18,"Human respiratory syncytial virus A isolate RSVA/Novosibirsk/7.69Hl/2022, complete genome",2021,42,"2021/2022","A","A.D.3","GA2.3.5","2021/42",2021.79452054795
"OQ261746.1","Human respiratory syncytial virus A","Medical University of Vienna, Center for Virology","Austria","hRSV/A/Austria/MUW1120425/2019","ssRNA(-)",15258,"complete","Austria",2019-01-29,"Human respiratory syncytial virus A isolate hRSV/A/Austria/MUW1120425/2019, complete genome",2019,5,"2018/2019","A","A.D","GA2.3.5","2019/05",2019.07671232877
"OQ261747.1","Human respiratory syncytial virus A","Medical University of Vienna, Center for Virology","Austria","hRSV/A/Austria/MUW1228283/2020","ssRNA(-)",15153,"partial","Austria",2020-02-28,"Human respiratory syncytial virus A isolate hRSV/A/Austria/MUW1228283/2020, partial genome",2020,9,"2019/2020","A","A.D.1","GA2.3.5","2020/09",2020.15846994536
"OQ261748.1","Human respiratory syncytial virus A","Medical University of Vienna, Center for Virology","Austria","hRSV/A/Austria/MUW1446022/2021","ssRNA(-)",15152,"partial","Austria",2021-09-09,"Human respiratory syncytial virus A isolate hRSV/A/Austria/MUW1446022/2021, partial genome",2021,36,"2020/2021","A","A.D.3","GA2.3.5","2021/36",2021.68767123288
"OQ261750.1","Human respiratory syncytial virus A","Medical University of Vienna, Center for Virology","Austria","hRSV/A/Austria/MUW1456788/2021","ssRNA(-)",15191,"partial","Austria",2021-10-11,"Human respiratory syncytial virus A isolate hRSV/A/Austria/MUW1456788/2021, partial genome",2021,41,"2021/2022","A","A.D.5","GA2.3.5","2021/41",2021.77534246575
"OQ261751.1","Human respiratory syncytial virus A","Medical University of Vienna, Center for Virology","Austria","hRSV/A/Austria/MUW1515402/2022","ssRNA(-)",15182,"complete","Austria",2022-05-06,"Human respiratory syncytial virus A isolate hRSV/A/Austria/MUW1515402/2022, complete genome",2022,18,"2021/2022","A","A.D.1","GA2.3.5","2022/18",2022.34246575342
"OQ261752.1","Human respiratory syncytial virus A","Medical University of Vienna, Center for Virology","Austria","hRSV/A/Austria/MUW1561554/2022","ssRNA(-)",15223,"complete","Austria",2022-10-27,"Human respiratory syncytial virus A isolate hRSV/A/Austria/MUW1561554/2022, complete genome",2022,43,"2022/2023","A","A.D.5.2","GA2.3.5","2022/43",2022.81917808219
"OQ261753.1","Human respiratory syncytial virus A","Medical University of Vienna, Center for Virology","Austria","hRSV/A/Austria/MUW1562468/2022","ssRNA(-)",15262,"partial","Austria",2022-11-02,"Human respiratory syncytial virus A isolate hRSV/A/Austria/MUW1562468/2022, partial genome",2022,44,"2022/2023","A","A.D.3","GA2.3.5","2022/44",2022.83561643836
"OR795349.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/15-01353/2014","ssRNA(-)",15243,"complete","Germany",2014-12-27,"Human respiratory syncytial virus A isolate hRSV/A/Germany/15-01353/2014, complete genome",2014,52,"2014/2015","A","A.D","GA2.3.5","2014/52",2014.98630136986
"OR795350.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/15-01870/2015","ssRNA(-)",15262,"complete","Germany",2015-01-20,"Human respiratory syncytial virus A isolate hRSV/A/Germany/15-01870/2015, complete genome",2015,3,"2014/2015","A","A.D","GA2.3.5","2015/03",2015.05205479452
"OR795352.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/16-00842/2015","ssRNA(-)",15244,"complete","Germany",2015-12-14,"Human respiratory syncytial virus A isolate hRSV/A/Germany/16-00842/2015, complete genome",2015,50,"2015/2016","A","A.D","GA2.3.5","2015/50",2015.95068493151
"OR795353.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/16-01800/2016","ssRNA(-)",15246,"complete","Germany",2016-02-02,"Human respiratory syncytial virus A isolate hRSV/A/Germany/16-01800/2016, complete genome",2016,5,"2015/2016","A","A.D","GA2.3.5","2016/05",2016.08743169399
"OR795354.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/16-02403/2016","ssRNA(-)",15255,"complete","Germany",2016-02-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/16-02403/2016, complete genome",2016,8,"2015/2016","A","A.D","GA2.3.5","2016/08",2016.15027322404
"OR795355.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/17-00876/2016","ssRNA(-)",15174,"complete","Germany",2016-11-30,"Human respiratory syncytial virus A isolate hRSV/A/Germany/17-00876/2016, complete genome",2016,48,"2016/2017","A","A.D.5","GA2.3.5","2016/48",2016.91256830601
"OR795356.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/17-01161/2016","ssRNA(-)",15238,"complete","Germany",2016-12-13,"Human respiratory syncytial virus A isolate hRSV/A/Germany/17-01161/2016, complete genome",2016,50,"2016/2017","A","A.D.1","GA2.3.5","2016/50",2016.94808743169
"OR795357.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/17-01795/2017","ssRNA(-)",15270,"complete","Germany",2017-01-09,"Human respiratory syncytial virus A isolate hRSV/A/Germany/17-01795/2017, complete genome",2017,2,"2016/2017","A","A.D.2.2","GA2.3.5","2017/02",2017.02191780822
"OR795358.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/17-02326/2017","ssRNA(-)",15263,"complete","Germany",2017-01-23,"Human respiratory syncytial virus A isolate hRSV/A/Germany/17-02326/2017, complete genome",2017,4,"2016/2017","A","A.D","GA2.3.5","2017/04",2017.0602739726
"OR795359.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/17-03987/2017","ssRNA(-)",15262,"complete","Germany",2017-02-27,"Human respiratory syncytial virus A isolate hRSV/A/Germany/17-03987/2017, complete genome",2017,9,"2016/2017","A","A.D.2.2","GA2.3.5","2017/09",2017.15616438356
"OR795360.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/18-00577/2018","ssRNA(-)",15189,"complete","Germany",2018-04-03,"Human respiratory syncytial virus A isolate hRSV/A/Germany/18-00577/2018, complete genome",2018,14,"2017/2018","A","A.D.5","GA2.3.5","2018/14",2018.25205479452
"OR795361.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/18-00988/2017","ssRNA(-)",15255,"complete","Germany",2017-11-24,"Human respiratory syncytial virus A isolate hRSV/A/Germany/18-00988/2017, complete genome",2017,47,"2017/2018","A","A.D.2.2.1","GA2.3.5","2017/47",2017.89589041096
"OR795362.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/18-02178/2018","ssRNA(-)",15253,"complete","Germany",2018-01-22,"Human respiratory syncytial virus A isolate hRSV/A/Germany/18-02178/2018, complete genome",2018,4,"2017/2018","A","A.D","GA2.3.5","2018/04",2018.05753424658
"OR795363.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/18-03012/2018","ssRNA(-)",15237,"complete","Germany",2018-02-06,"Human respiratory syncytial virus A isolate hRSV/A/Germany/18-03012/2018, complete genome",2018,6,"2017/2018","A","A.D","GA2.3.5","2018/06",2018.09863013699
"OR795364.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/18-03723/2018","ssRNA(-)",15263,"complete","Germany",2018-02-19,"Human respiratory syncytial virus A isolate hRSV/A/Germany/18-03723/2018, complete genome",2018,8,"2017/2018","A","A.D.2","GA2.3.5","2018/08",2018.13424657534
"OR795365.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/18-05868/2018","ssRNA(-)",15256,"complete","Germany",2018-04-10,"Human respiratory syncytial virus A isolate hRSV/A/Germany/18-05868/2018, complete genome",2018,15,"2017/2018","A","A.D.1","GA2.3.5","2018/15",2018.27123287671
"OR795366.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/18-05891/2018","ssRNA(-)",15244,"complete","Germany",2018-04-09,"Human respiratory syncytial virus A isolate hRSV/A/Germany/18-05891/2018, complete genome",2018,15,"2017/2018","A","A.D","GA2.3.5","2018/15",2018.26849315068
"OR795367.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/18-06034/2018","ssRNA(-)",15263,"complete","Germany",2018-04-18,"Human respiratory syncytial virus A isolate hRSV/A/Germany/18-06034/2018, complete genome",2018,16,"2017/2018","A","A.D.2.2","GA2.3.5","2018/16",2018.29315068493
"OR795368.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/19-00912/2018","ssRNA(-)",15120,"complete","Germany",2018-12-09,"Human respiratory syncytial virus A isolate hRSV/A/Germany/19-00912/2018, complete genome",2018,50,"2018/2019","A","A.D.3","GA2.3.5","2018/50",2018.93698630137
"OR795369.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/19-01063/2018","ssRNA(-)",15262,"complete","Germany",2018-12-17,"Human respiratory syncytial virus A isolate hRSV/A/Germany/19-01063/2018, complete genome",2018,51,"2018/2019","A","A.D","GA2.3.5","2018/51",2018.95890410959
"OR795370.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/19-01162/2018","ssRNA(-)",15253,"complete","Germany",2018-12-31,"Human respiratory syncytial virus A isolate hRSV/A/Germany/19-01162/2018, complete genome",2019,1,"2018/2019","A","A.D.3","GA2.3.5","2019/01",2018.99726027397
"OR795371.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/19-01264/2019","ssRNA(-)",15077,"complete","Germany",2019-01-04,"Human respiratory syncytial virus A isolate hRSV/A/Germany/19-01264/2019, complete genome",2019,1,"2018/2019","A","A.D.2.2","GA2.3.5","2019/01",2019.00821917808
"OR795372.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/19-01267/2019","ssRNA(-)",15257,"complete","Germany",2019-01-09,"Human respiratory syncytial virus A isolate hRSV/A/Germany/19-01267/2019, complete genome",2019,2,"2018/2019","A","A.D.1","GA2.3.5","2019/02",2019.02191780822
"OR795373.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/19-01507/2019","ssRNA(-)",15036,"complete","Germany",2019-01-14,"Human respiratory syncytial virus A isolate hRSV/A/Germany/19-01507/2019, complete genome",2019,3,"2018/2019","A","A.D.1","GA2.3.5","2019/03",2019.03561643836
"OR795374.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/19-01631/2019","ssRNA(-)",15246,"complete","Germany",2019-01-22,"Human respiratory syncytial virus A isolate hRSV/A/Germany/19-01631/2019, complete genome",2019,4,"2018/2019","A","A.D","GA2.3.5","2019/04",2019.05753424658
"OR795375.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/19-02168/2019","ssRNA(-)",15260,"complete","Germany",2019-02-02,"Human respiratory syncytial virus A isolate hRSV/A/Germany/19-02168/2019, complete genome",2019,5,"2018/2019","A","A.D.1","GA2.3.5","2019/05",2019.08767123288
"OR795376.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/19-02171/2019","ssRNA(-)",15256,"complete","Germany",2019-02-04,"Human respiratory syncytial virus A isolate hRSV/A/Germany/19-02171/2019, complete genome",2019,6,"2018/2019","A","A.D.1","GA2.3.5","2019/06",2019.09315068493
"OR795377.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/19-02346/2019","ssRNA(-)",15262,"complete","Germany",2019-02-09,"Human respiratory syncytial virus A isolate hRSV/A/Germany/19-02346/2019, complete genome",2019,6,"2018/2019","A","A.D.1","GA2.3.5","2019/06",2019.10684931507
"OR795378.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/19-02487/2019","ssRNA(-)",15249,"complete","Germany",2019-02-13,"Human respiratory syncytial virus A isolate hRSV/A/Germany/19-02487/2019, complete genome",2019,7,"2018/2019","A","A.D.1","GA2.3.5","2019/07",2019.11780821918
"OR795379.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/19-02630/2019","ssRNA(-)",15232,"complete","Germany",2019-02-14,"Human respiratory syncytial virus A isolate hRSV/A/Germany/19-02630/2019, complete genome",2019,7,"2018/2019","A","A.D.2.2","GA2.3.5","2019/07",2019.12054794521
"OR795380.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/19-02632/2019","ssRNA(-)",15250,"complete","Germany",2019-02-14,"Human respiratory syncytial virus A isolate hRSV/A/Germany/19-02632/2019, complete genome",2019,7,"2018/2019","A","A.D.2.2","GA2.3.5","2019/07",2019.12054794521
"OR795381.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/19-02698/2019","ssRNA(-)",15259,"complete","Germany",2019-02-17,"Human respiratory syncytial virus A isolate hRSV/A/Germany/19-02698/2019, complete genome",2019,8,"2018/2019","A","A.D.1","GA2.3.5","2019/08",2019.12876712329
"OR795382.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/19-02773/2019","ssRNA(-)",15252,"complete","Germany",2019-02-20,"Human respiratory syncytial virus A isolate hRSV/A/Germany/19-02773/2019, complete genome",2019,8,"2018/2019","A","A.D","GA2.3.5","2019/08",2019.13698630137
"OR795383.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/19-02912/2019","ssRNA(-)",15247,"complete","Germany",2019-02-24,"Human respiratory syncytial virus A isolate hRSV/A/Germany/19-02912/2019, complete genome",2019,9,"2018/2019","A","A.D.1","GA2.3.5","2019/09",2019.14794520548
"OR795384.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-00993/2019","ssRNA(-)",15252,"complete","Germany",2019-12-16,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-00993/2019, complete genome",2019,51,"2019/2020","A","A.D","GA2.3.5","2019/51",2019.95616438356
"OR795385.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-01713/2020","ssRNA(-)",15249,"complete","Germany",2020-01-26,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-01713/2020, complete genome",2020,5,"2019/2020","A","A.D.1","GA2.3.5","2020/05",2020.06830601093
"OR795386.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-01833/2020","ssRNA(-)",15069,"complete","Germany",2020-01-28,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-01833/2020, complete genome",2020,5,"2019/2020","A","A.D","GA2.3.5","2020/05",2020.0737704918
"OR795387.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-01906/2020","ssRNA(-)",14965,"complete","Germany",2020-01-31,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-01906/2020, complete genome",2020,5,"2019/2020","A","A.D.2.2","GA2.3.5","2020/05",2020.08196721311
"OR795388.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-01942/2020","ssRNA(-)",15235,"complete","Germany",2020-02-03,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-01942/2020, complete genome",2020,6,"2019/2020","A","A.D.5","GA2.3.5","2020/06",2020.09016393443
"OR795389.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-02002/2020","ssRNA(-)",15144,"complete","Germany",2020-02-03,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-02002/2020, complete genome",2020,6,"2019/2020","A","A.D.5","GA2.3.5","2020/06",2020.09016393443
"OR795390.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-02231/2020","ssRNA(-)",15072,"complete","Germany",2020-02-24,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-02231/2020, complete genome",2020,9,"2019/2020","A","A.D.3","GA2.3.5","2020/09",2020.14754098361
"OR795391.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-02311/2020","ssRNA(-)",15152,"complete","Germany",2020-02-10,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-02311/2020, complete genome",2020,7,"2019/2020","A","A.D","GA2.3.5","2020/07",2020.10928961749
"OR795392.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-02443/2020","ssRNA(-)",15152,"complete","Germany",2020-02-17,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-02443/2020, complete genome",2020,8,"2019/2020","A","A.D","GA2.3.5","2020/08",2020.12841530055
"OR795393.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-02446/2020","ssRNA(-)",15126,"complete","Germany",2020-02-17,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-02446/2020, complete genome",2020,8,"2019/2020","A","A.D","GA2.3.5","2020/08",2020.12841530055
"OR795394.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-02470/2020","ssRNA(-)",15234,"complete","Germany",2020-02-16,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-02470/2020, complete genome",2020,8,"2019/2020","A","A.D.1","GA2.3.5","2020/08",2020.12568306011
"OR795395.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-02591/2020","ssRNA(-)",15242,"complete","Germany",2020-02-21,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-02591/2020, complete genome",2020,8,"2019/2020","A","A.D.1","GA2.3.5","2020/08",2020.1393442623
"OR795396.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-02604/2020","ssRNA(-)",15237,"complete","Germany",2020-02-20,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-02604/2020, complete genome",2020,8,"2019/2020","A","A.D.5","GA2.3.5","2020/08",2020.13661202186
"OR795397.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-02637/2020","ssRNA(-)",15181,"complete","Germany",2020-02-21,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-02637/2020, complete genome",2020,8,"2019/2020","A","A.D.5","GA2.3.5","2020/08",2020.1393442623
"OR795398.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-02660/2020","ssRNA(-)",15248,"complete","Germany",2020-02-22,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-02660/2020, complete genome",2020,8,"2019/2020","A","A.D.3","GA2.3.5","2020/08",2020.14207650273
"OR795399.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-02684/2020","ssRNA(-)",15240,"complete","Germany",2020-02-21,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-02684/2020, complete genome",2020,8,"2019/2020","A","A.D","GA2.3.5","2020/08",2020.1393442623
"OR795400.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-02689/2020","ssRNA(-)",15252,"complete","Germany",2020-02-21,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-02689/2020, complete genome",2020,8,"2019/2020","A","A.D","GA2.3.5","2020/08",2020.1393442623
"OR795401.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-02702/2020","ssRNA(-)",15246,"complete","Germany",2020-02-24,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-02702/2020, complete genome",2020,9,"2019/2020","A","A.D","GA2.3.5","2020/09",2020.14754098361
"OR795402.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-02704/2020","ssRNA(-)",15229,"complete","Germany",2020-02-24,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-02704/2020, complete genome",2020,9,"2019/2020","A","A.D.5","GA2.3.5","2020/09",2020.14754098361
"OR795403.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-02746/2020","ssRNA(-)",15239,"complete","Germany",2020-02-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-02746/2020, complete genome",2020,9,"2019/2020","A","A.D.1","GA2.3.5","2020/09",2020.15027322404
"OR795404.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-02765/2020","ssRNA(-)",15261,"complete","Germany",2020-02-25,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-02765/2020, complete genome",2020,9,"2019/2020","A","A.D.2.2","GA2.3.5","2020/09",2020.15027322404
"OR795405.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-02910/2020","ssRNA(-)",15234,"complete","Germany",2020-03-02,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-02910/2020, complete genome",2020,10,"2019/2020","A","A.D.1","GA2.3.5","2020/10",2020.16666666667
"OR795406.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-02934/2020","ssRNA(-)",15241,"complete","Germany",2020-02-29,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-02934/2020, complete genome",2020,9,"2019/2020","A","A.D.5","GA2.3.5","2020/09",2020.16120218579
"OR795407.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-03302/2020","ssRNA(-)",15205,"complete","Germany",2020-03-09,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-03302/2020, complete genome",2020,11,"2019/2020","A","A.D.1","GA2.3.5","2020/11",2020.18579234973
"OR795408.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-03353/2020","ssRNA(-)",15138,"complete","Germany",2020-03-02,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-03353/2020, complete genome",2020,10,"2019/2020","A","A.D.1","GA2.3.5","2020/10",2020.16666666667
"OR795409.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-03521/2020","ssRNA(-)",15251,"complete","Germany",2020-03-16,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-03521/2020, complete genome",2020,12,"2019/2020","A","A.D.2.2","GA2.3.5","2020/12",2020.20491803279
"OR795410.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-03531/2020","ssRNA(-)",15073,"complete","Germany",2020-03-16,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-03531/2020, complete genome",2020,12,"2019/2020","A","A.D.5","GA2.3.5","2020/12",2020.20491803279
"OR795412.1","Human respiratory syncytial virus A","Robert Koch Institut","Germany","hRSV/A/Germany/20-03565/2020","ssRNA(-)",15089,"complete","Germany",2020-03-17,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-03565/2020, complete genome",2020,12,"2019/2020","A","A.D.1","GA2.3.5","2020/12",2020.20765027322
