"Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title"
"OR795282.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-01347/2022","ssRNA(-)",15266,"complete","Germany",2022-11-21,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-01347/2022, complete genome"
"OR795283.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-01355/2022","ssRNA(-)",15069,"complete","Germany",2022-11-22,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-01355/2022, complete genome"
"OR795284.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-01410/2022","ssRNA(-)",15235,"complete","Germany",2022-11-22,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-01410/2022, complete genome"
"OR795285.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-01648/2022","ssRNA(-)",15065,"complete","Germany",2022-11-28,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-01648/2022, complete genome"
"OR795286.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-01649/2022","ssRNA(-)",15270,"complete","Germany",2022-11-28,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-01649/2022, complete genome"
"OR795287.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-01675/2022","ssRNA(-)",15063,"complete","Germany",2022-11-25,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-01675/2022, complete genome"
"OR795288.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-02020/2022","ssRNA(-)",15254,"complete","Germany",2022-12-01,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-02020/2022, complete genome"
"OR795289.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-02051/2022","ssRNA(-)",15260,"complete","Germany",2022-12-05,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-02051/2022, complete genome"
"OR795290.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-02179/2022","ssRNA(-)",15268,"complete","Germany",2022-12-02,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-02179/2022, complete genome"
"OR795291.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-02311/2022","ssRNA(-)",15260,"complete","Germany",2022-12-07,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-02311/2022, complete genome"
"OP963385.1","Human respiratory syncytial virus B","Department of Paediatrics, University of Oxford, Oxford Vaccine Group","United Kingdom","SE01A-0017-V02","ssRNA(-)",15203,"partial","Spain",2017-12-29,"Human respiratory syncytial virus B isolate SE01A-0017-V02, partial genome"
"OQ261734.1","Human respiratory syncytial virus B","Medical University of Vienna, Center for Virology","Austria","hRSV/B/Austria/MUW1119688/2019","ssRNA(-)",15225,"partial","Austria",2019-01-25,"Human respiratory syncytial virus B isolate hRSV/B/Austria/MUW1119688/2019, partial genome"
"OQ261735.1","Human respiratory syncytial virus B","Medical University of Vienna, Center for Virology","Austria","hRSV/B/Austria/MUW1123883/2019","ssRNA(-)",15227,"partial","Austria",2019-02-11,"Human respiratory syncytial virus B isolate hRSV/B/Austria/MUW1123883/2019, partial genome"
"OQ261736.1","Human respiratory syncytial virus B","Medical University of Vienna, Center for Virology","Austria","hRSV/B/Austria/MUW1130063/2019","ssRNA(-)",15196,"complete","Austria",2019-03-04,"Human respiratory syncytial virus B isolate hRSV/B/Austria/MUW1130063/2019, complete genome"
"OQ261737.1","Human respiratory syncytial virus B","Medical University of Vienna, Center for Virology","Austria","hRSV/B/Austria/MUW1214013/2020","ssRNA(-)",15015,"partial","Austria",2020-01-15,"Human respiratory syncytial virus B isolate hRSV/B/Austria/MUW1214013/2020, partial genome"
"OQ261738.1","Human respiratory syncytial virus B","Medical University of Vienna, Center for Virology","Austria","hRSV/B/Austria/MUW1448780/2021","ssRNA(-)",15205,"partial","Austria",2021-09-17,"Human respiratory syncytial virus B isolate hRSV/B/Austria/MUW1448780/2021, partial genome"
"OQ261739.1","Human respiratory syncytial virus B","Medical University of Vienna, Center for Virology","Austria","hRSV/B/Austria/MUW1121202/2019","ssRNA(-)",15253,"partial","Austria",2019-01-31,"Human respiratory syncytial virus B isolate hRSV/B/Austria/MUW1121202/2019, partial genome"
"OQ261740.1","Human respiratory syncytial virus B","Medical University of Vienna, Center for Virology","Austria","hRSV/B/Austria/MUW1554490/2022","ssRNA(-)",15268,"partial","Austria",2022-10-03,"Human respiratory syncytial virus B isolate hRSV/B/Austria/MUW1554490/2022, partial genome"
"OQ261741.1","Human respiratory syncytial virus B","Medical University of Vienna, Center for Virology","Austria","hRSV/B/Austria/MUW1560646/2022","ssRNA(-)",15264,"complete","Austria",2022-10-24,"Human respiratory syncytial virus B isolate hRSV/B/Austria/MUW1560646/2022, complete genome"
"OQ261742.1","Human respiratory syncytial virus B","Medical University of Vienna, Center for Virology","Austria","hRSV/B/Austria/MUW1561030/2022","ssRNA(-)",15270,"complete","Austria",2022-10-25,"Human respiratory syncytial virus B isolate hRSV/B/Austria/MUW1561030/2022, complete genome"
"OQ261743.1","Human respiratory syncytial virus B","Medical University of Vienna, Center for Virology","Austria","hRSV/B/Austria/MUW1561555/2022","ssRNA(-)",15263,"complete","Austria",2022-10-27,"Human respiratory syncytial virus B isolate hRSV/B/Austria/MUW1561555/2022, complete genome"
"OQ261744.1","Human respiratory syncytial virus B","Medical University of Vienna, Center for Virology","Austria","hRSV/B/Austria/MUW1563570/2022","ssRNA(-)",15267,"partial","Austria",2022-11-07,"Human respiratory syncytial virus B isolate hRSV/B/Austria/MUW1563570/2022, partial genome"
"OQ261745.1","Human respiratory syncytial virus B","Medical University of Vienna, Center for Virology","Austria","hRSV/B/Austria/MUW1565165/2022","ssRNA(-)",15266,"partial","Austria",2022-11-11,"Human respiratory syncytial virus B isolate hRSV/B/Austria/MUW1565165/2022, partial genome"
"MZ515552.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0043-D06","ssRNA(-)",15293,"partial","Netherlands",2018-01-30,"Human respiratory syncytial virus B isolate UU02-0043-D06, partial genome"
"MZ515553.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX01A-8711-V02","ssRNA(-)",15275,"complete","United Kingdom",2019-10-31,"Human respiratory syncytial virus B isolate OX01A-8711-V02, complete genome"
"MZ515554.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0022-V01","ssRNA(-)",15230,"complete","Netherlands",2017-12-20,"Human respiratory syncytial virus B isolate UU02-0022-V01, complete genome"
"MZ515557.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8739-V01","ssRNA(-)",15272,"complete","United Kingdom",2018-11-27,"Human respiratory syncytial virus B isolate OX02-8739-V01, complete genome"
"MZ515558.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0034-V02","ssRNA(-)",15273,"complete","Netherlands",2018-11-20,"Human respiratory syncytial virus B isolate UU01A-0034-V02, complete genome"
"MZ515560.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0076-V01","ssRNA(-)",15274,"complete","Netherlands",2019-01-02,"Human respiratory syncytial virus B isolate UU02-0076-V01, complete genome"
"MZ515561.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX03-0310-V02","ssRNA(-)",15275,"complete","United Kingdom",2019-02-04,"Human respiratory syncytial virus B isolate OX03-0310-V02, complete genome"
"MZ515562.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0035-D02","ssRNA(-)",15276,"complete","Netherlands",2018-01-10,"Human respiratory syncytial virus B isolate UU02-0035-D02, complete genome"
"MZ515563.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0088-V01","ssRNA(-)",15228,"partial","Netherlands",2018-12-14,"Human respiratory syncytial virus B isolate UU02-0088-V01, partial genome"
"MZ515565.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0043-V01","ssRNA(-)",15275,"complete","Netherlands",2018-01-25,"Human respiratory syncytial virus B isolate UU02-0043-V01, complete genome"
"MZ515574.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0071-V01","ssRNA(-)",15269,"complete","Netherlands",2018-12-19,"Human respiratory syncytial virus B isolate UU02-0071-V01, complete genome"
"MZ515578.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0007-V01","ssRNA(-)",15272,"complete","Netherlands",2017-11-24,"Human respiratory syncytial virus B isolate UU02-0007-V01, complete genome"
"MZ515581.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0150-V01","ssRNA(-)",15272,"complete","Netherlands",2019-11-08,"Human respiratory syncytial virus B isolate UU02-0150-V01, complete genome"
"MZ515584.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8327-V01","ssRNA(-)",15276,"complete","United Kingdom",2018-11-21,"Human respiratory syncytial virus B isolate OX02-8327-V01, complete genome"
"MZ515586.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0056-V01","ssRNA(-)",15258,"complete","Netherlands",2018-11-22,"Human respiratory syncytial virus B isolate UU02-0056-V01, complete genome"
"MZ515587.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0029-D06","ssRNA(-)",15275,"complete","Netherlands",2018-01-08,"Human respiratory syncytial virus B isolate UU02-0029-D06, complete genome"
"MZ515589.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8832-D06","ssRNA(-)",15277,"partial","United Kingdom",2018-11-03,"Human respiratory syncytial virus B isolate OX02-8832-D06, partial genome"
"MZ515590.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8523-V01","ssRNA(-)",15275,"complete","United Kingdom",2019-12-05,"Human respiratory syncytial virus B isolate OX02-8523-V01, complete genome"
"MZ515591.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX01A-8972-V02","ssRNA(-)",15277,"complete","United Kingdom",2018-11-27,"Human respiratory syncytial virus B isolate OX01A-8972-V02, complete genome"
"MZ515594.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","IM02-0004-D05","ssRNA(-)",15232,"complete","United Kingdom",2018-11-27,"Human respiratory syncytial virus B isolate IM02-0004-D05, complete genome"
"MZ515595.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0160-V02","ssRNA(-)",15274,"complete","Netherlands",2019-12-17,"Human respiratory syncytial virus B isolate UU01A-0160-V02, complete genome"
"MZ515596.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8301-D02","ssRNA(-)",15275,"complete","United Kingdom",2018-11-15,"Human respiratory syncytial virus B isolate OX02-8301-D02, complete genome"
"MZ515598.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0051-V01","ssRNA(-)",15270,"complete","Netherlands",2018-03-27,"Human respiratory syncytial virus B isolate UU02-0051-V01, complete genome"
"MZ515599.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0142-V02","ssRNA(-)",15274,"complete","Netherlands",2019-12-12,"Human respiratory syncytial virus B isolate UU01A-0142-V02, complete genome"
"MZ515601.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8832-D07","ssRNA(-)",15234,"partial","United Kingdom",2018-11-04,"Human respiratory syncytial virus B isolate OX02-8832-D07, partial genome"
"MZ515603.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0018-V01","ssRNA(-)",15272,"complete","Netherlands",2017-12-19,"Human respiratory syncytial virus B isolate UU02-0018-V01, complete genome"
"MZ515605.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0069-V02","ssRNA(-)",15275,"complete","Netherlands",2019-01-15,"Human respiratory syncytial virus B isolate UU01A-0069-V02, complete genome"
"MZ515607.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8961-D02","ssRNA(-)",15275,"complete","United Kingdom",2019-11-10,"Human respiratory syncytial virus B isolate OX02-8961-D02, complete genome"
"MZ515608.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0004-V01","ssRNA(-)",15274,"complete","Spain",2019-01-03,"Human respiratory syncytial virus B isolate SE02-0004-V01, complete genome"
"MZ515610.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8521-V01","ssRNA(-)",15252,"partial","United Kingdom",2018-11-16,"Human respiratory syncytial virus B isolate OX02-8521-V01, partial genome"
"MZ515611.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0043-D02","ssRNA(-)",15276,"complete","Netherlands",2018-01-26,"Human respiratory syncytial virus B isolate UU02-0043-D02, complete genome"
"MZ515612.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0013-V01","ssRNA(-)",15275,"complete","Netherlands",2017-12-08,"Human respiratory syncytial virus B isolate UU02-0013-V01, complete genome"
"MZ515613.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","IM02-0002-V01","ssRNA(-)",15275,"complete","United Kingdom",2018-11-21,"Human respiratory syncytial virus B isolate IM02-0002-V01, complete genome"
"MZ515615.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0023-V01","ssRNA(-)",15269,"partial","Netherlands",2017-12-20,"Human respiratory syncytial virus B isolate UU02-0023-V01, partial genome"
"MZ515622.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8961-D06","ssRNA(-)",15231,"complete","United Kingdom",2019-11-14,"Human respiratory syncytial virus B isolate OX02-8961-D06, complete genome"
"MZ515624.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0006-D07","ssRNA(-)",14727,"partial","Netherlands",2017-11-24,"Human respiratory syncytial virus B isolate UU02-0006-D07, partial genome"
"MZ515625.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0044-D05","ssRNA(-)",15274,"complete","Netherlands",2018-01-30,"Human respiratory syncytial virus B isolate UU02-0044-D05, complete genome"
"MZ515627.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8710-V01","ssRNA(-)",15275,"complete","United Kingdom",2018-10-25,"Human respiratory syncytial virus B isolate OX02-8710-V01, complete genome"
"MZ515630.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","IM02-0002-D03","ssRNA(-)",15270,"partial","United Kingdom",2018-11-23,"Human respiratory syncytial virus B isolate IM02-0002-D03, partial genome"
"MZ515635.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8961-V01","ssRNA(-)",15275,"complete","United Kingdom",2019-11-09,"Human respiratory syncytial virus B isolate OX02-8961-V01, complete genome"
"MZ515636.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX01A-8272-V02","ssRNA(-)",15274,"complete","United Kingdom",2019-12-12,"Human respiratory syncytial virus B isolate OX01A-8272-V02, complete genome"
"MZ515637.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8758-D02","ssRNA(-)",15276,"complete","United Kingdom",2018-12-18,"Human respiratory syncytial virus B isolate OX02-8758-D02, complete genome"
"MZ515638.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0024-V01","ssRNA(-)",15276,"complete","Spain",2020-01-08,"Human respiratory syncytial virus B isolate SE02-0024-V01, complete genome"
"MZ515639.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0066-V02","ssRNA(-)",15271,"complete","Netherlands",2018-12-04,"Human respiratory syncytial virus B isolate UU01A-0066-V02, complete genome"
"MZ515644.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0043-D05","ssRNA(-)",15273,"partial","Netherlands",2018-01-29,"Human respiratory syncytial virus B isolate UU02-0043-D05, partial genome"
"MZ515648.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU03-0084-V02","ssRNA(-)",15259,"complete","Netherlands",2018-04-17,"Human respiratory syncytial virus B isolate UU03-0084-V02, complete genome"
"MZ515653.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","IM02-0004-V01","ssRNA(-)",15276,"complete","United Kingdom",2018-11-23,"Human respiratory syncytial virus B isolate IM02-0004-V01, complete genome"
"MZ515656.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0168-V02","ssRNA(-)",15275,"complete","Spain",2019-12-18,"Human respiratory syncytial virus B isolate SE01A-0168-V02, complete genome"
"MZ515657.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0051-V01","ssRNA(-)",15142,"partial","Spain",2019-01-17,"Human respiratory syncytial virus B isolate SE02-0051-V01, partial genome"
"MZ515658.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0026-V02","ssRNA(-)",15276,"complete","Netherlands",2018-11-15,"Human respiratory syncytial virus B isolate UU01A-0026-V02, complete genome"
"MZ515660.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0080-V02","ssRNA(-)",15273,"complete","Netherlands",2018-12-19,"Human respiratory syncytial virus B isolate UU01A-0080-V02, complete genome"
"MZ515661.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0005-D03","ssRNA(-)",15243,"partial","Spain",2019-01-06,"Human respiratory syncytial virus B isolate SE02-0005-D03, partial genome"
"MZ515663.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0036-V01","ssRNA(-)",15271,"complete","Netherlands",2018-01-11,"Human respiratory syncytial virus B isolate UU02-0036-V01, complete genome"
"MZ515664.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0166-D05","ssRNA(-)",15275,"complete","Netherlands",2020-01-13,"Human respiratory syncytial virus B isolate UU02-0166-D05, complete genome"
"MZ515665.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0028-V01","ssRNA(-)",15274,"complete","Netherlands",2017-12-31,"Human respiratory syncytial virus B isolate UU02-0028-V01, complete genome"
"MZ515667.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8832-D02","ssRNA(-)",15276,"complete","United Kingdom",2018-10-30,"Human respiratory syncytial virus B isolate OX02-8832-D02, complete genome"
"MZ515669.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","IM02-0032-V01","ssRNA(-)",15275,"complete","United Kingdom",2018-11-26,"Human respiratory syncytial virus B isolate IM02-0032-V01, complete genome"
"MZ515670.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0028-D10","ssRNA(-)",15236,"complete","Netherlands",2018-01-09,"Human respiratory syncytial virus B isolate UU02-0028-D10, complete genome"
"MZ515671.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8567-V01","ssRNA(-)",15275,"complete","United Kingdom",2018-10-24,"Human respiratory syncytial virus B isolate OX02-8567-V01, complete genome"
"MZ515672.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8402-V01","ssRNA(-)",15274,"complete","United Kingdom",2019-01-17,"Human respiratory syncytial virus B isolate OX02-8402-V01, complete genome"
"MZ515673.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0014-D03","ssRNA(-)",15218,"partial","Netherlands",2017-12-14,"Human respiratory syncytial virus B isolate UU02-0014-D03, partial genome"
"MZ515674.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0030-V01","ssRNA(-)",15271,"complete","Netherlands",2018-01-03,"Human respiratory syncytial virus B isolate UU02-0030-V01, complete genome"
"MZ515677.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8915-V01","ssRNA(-)",15277,"complete","United Kingdom",2019-11-18,"Human respiratory syncytial virus B isolate OX02-8915-V01, complete genome"
"MZ515678.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8903-V01","ssRNA(-)",15276,"complete","United Kingdom",2019-01-02,"Human respiratory syncytial virus B isolate OX02-8903-V01, complete genome"
"MZ515683.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0028-D06","ssRNA(-)",15274,"complete","Netherlands",2018-01-05,"Human respiratory syncytial virus B isolate UU02-0028-D06, complete genome"
"MZ515684.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0017-D04","ssRNA(-)",15273,"complete","Spain",2019-12-15,"Human respiratory syncytial virus B isolate SE02-0017-D04, complete genome"
"MZ515691.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8813-V01","ssRNA(-)",15275,"complete","United Kingdom",2018-10-24,"Human respiratory syncytial virus B isolate OX02-8813-V01, complete genome"
"MZ515694.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8372-D02","ssRNA(-)",15275,"complete","United Kingdom",2018-11-29,"Human respiratory syncytial virus B isolate OX02-8372-D02, complete genome"
"MZ515697.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0035-D03","ssRNA(-)",14689,"partial","Netherlands",2018-01-11,"Human respiratory syncytial virus B isolate UU02-0035-D03, partial genome"
"MZ515698.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","IM02-0031-V01","ssRNA(-)",15275,"complete","United Kingdom",2018-11-19,"Human respiratory syncytial virus B isolate IM02-0031-V01, complete genome"
"MZ515699.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0166-V01","ssRNA(-)",15277,"complete","Netherlands",2020-01-09,"Human respiratory syncytial virus B isolate UU02-0166-V01, complete genome"
"MZ515704.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0049-V01","ssRNA(-)",15271,"complete","Netherlands",2018-02-14,"Human respiratory syncytial virus B isolate UU02-0049-V01, complete genome"
"MZ515707.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8898-V01","ssRNA(-)",15277,"complete","United Kingdom",2018-11-30,"Human respiratory syncytial virus B isolate OX02-8898-V01, complete genome"
"MZ515708.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0075-V01","ssRNA(-)",15229,"partial","Netherlands",2018-12-27,"Human respiratory syncytial virus B isolate UU02-0075-V01, partial genome"
"MZ515710.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0007-V02","ssRNA(-)",15275,"complete","Netherlands",2017-12-08,"Human respiratory syncytial virus B isolate UU01A-0007-V02, complete genome"
"MZ515711.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0212-V01","ssRNA(-)",15280,"partial","Netherlands",2019-12-14,"Human respiratory syncytial virus B isolate UU02-0212-V01, partial genome"
"MZ515712.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-9549-V01","ssRNA(-)",15276,"complete","United Kingdom",2019-12-27,"Human respiratory syncytial virus B isolate OX02-9549-V01, complete genome"
"MZ515713.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0014-D02","ssRNA(-)",15271,"complete","Netherlands",2017-12-13,"Human respiratory syncytial virus B isolate UU02-0014-D02, complete genome"
"MZ515714.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0032-V01","ssRNA(-)",15234,"partial","Netherlands",2018-01-05,"Human respiratory syncytial virus B isolate UU02-0032-V01, partial genome"
"MZ515715.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0203-V02","ssRNA(-)",15275,"complete","Spain",2020-01-20,"Human respiratory syncytial virus B isolate SE01A-0203-V02, complete genome"
"MZ515716.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX03-0187-V02","ssRNA(-)",15277,"complete","United Kingdom",2018-11-01,"Human respiratory syncytial virus B isolate OX03-0187-V02, complete genome"
"MZ515719.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","IM02-0001-V01","ssRNA(-)",15276,"complete","United Kingdom",2018-10-08,"Human respiratory syncytial virus B isolate IM02-0001-V01, complete genome"
"MZ515721.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8961-D10","ssRNA(-)",15224,"partial","United Kingdom",2019-11-18,"Human respiratory syncytial virus B isolate OX02-8961-D10, partial genome"
