"Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title","MMWRyear","MMWRweek","Collection_Season","Type","clade","G_clade"
"OQ261740.1","Human respiratory syncytial virus B","Medical University of Vienna, Center for Virology","Austria","hRSV/B/Austria/MUW1554490/2022","ssRNA(-)",15268,"partial","Austria",2022-10-03,"Human respiratory syncytial virus B isolate hRSV/B/Austria/MUW1554490/2022, partial genome",2022,40,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OQ261741.1","Human respiratory syncytial virus B","Medical University of Vienna, Center for Virology","Austria","hRSV/B/Austria/MUW1560646/2022","ssRNA(-)",15264,"complete","Austria",2022-10-24,"Human respiratory syncytial virus B isolate hRSV/B/Austria/MUW1560646/2022, complete genome",2022,43,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OQ261742.1","Human respiratory syncytial virus B","Medical University of Vienna, Center for Virology","Austria","hRSV/B/Austria/MUW1561030/2022","ssRNA(-)",15270,"complete","Austria",2022-10-25,"Human respiratory syncytial virus B isolate hRSV/B/Austria/MUW1561030/2022, complete genome",2022,43,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OQ261743.1","Human respiratory syncytial virus B","Medical University of Vienna, Center for Virology","Austria","hRSV/B/Austria/MUW1561555/2022","ssRNA(-)",15263,"complete","Austria",2022-10-27,"Human respiratory syncytial virus B isolate hRSV/B/Austria/MUW1561555/2022, complete genome",2022,43,"2022/2023","B","B.D.4.1.1","GB5.0.5a"
"OQ261744.1","Human respiratory syncytial virus B","Medical University of Vienna, Center for Virology","Austria","hRSV/B/Austria/MUW1563570/2022","ssRNA(-)",15267,"partial","Austria",2022-11-07,"Human respiratory syncytial virus B isolate hRSV/B/Austria/MUW1563570/2022, partial genome",2022,45,"2022/2023","B","B.D.4.1.1","GB5.0.5a"
"OQ261745.1","Human respiratory syncytial virus B","Medical University of Vienna, Center for Virology","Austria","hRSV/B/Austria/MUW1565165/2022","ssRNA(-)",15266,"partial","Austria",2022-11-11,"Human respiratory syncytial virus B isolate hRSV/B/Austria/MUW1565165/2022, partial genome",2022,45,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795211.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-01402/2019","ssRNA(-)",15182,"complete","Germany",2019-01-11,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-01402/2019, complete genome",2019,2,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"OR795212.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-01738/2019","ssRNA(-)",15203,"complete","Germany",2019-01-24,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-01738/2019, complete genome",2019,4,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"OR795213.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-01837/2019","ssRNA(-)",15183,"complete","Germany",2019-01-25,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-01837/2019, complete genome",2019,4,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"OR795214.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-01870/2019","ssRNA(-)",15061,"complete","Germany",2019-01-28,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-01870/2019, complete genome",2019,5,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"OR795215.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-01872/2019","ssRNA(-)",15078,"complete","Germany",2019-01-28,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-01872/2019, complete genome",2019,5,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"OR795216.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-02072/2019","ssRNA(-)",15199,"complete","Germany",2019-02-01,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-02072/2019, complete genome",2019,5,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"OR795217.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-02628/2019","ssRNA(-)",15254,"complete","Germany",2019-02-15,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-02628/2019, complete genome",2019,7,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"OR795218.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-02631/2019","ssRNA(-)",15243,"complete","Germany",2019-02-15,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-02631/2019, complete genome",2019,7,"2018/2019","B","B.D.4.1","GB5.0.5a"
"OR795219.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-02693/2019","ssRNA(-)",15265,"complete","Germany",2019-02-18,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-02693/2019, complete genome",2019,8,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"OR795220.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-02699/2019","ssRNA(-)",15188,"complete","Germany",2019-02-17,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-02699/2019, complete genome",2019,8,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"OR795221.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-02700/2019","ssRNA(-)",15217,"complete","Germany",2019-02-17,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-02700/2019, complete genome",2019,8,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"OR795222.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-03120/2019","ssRNA(-)",15222,"complete","Germany",2019-02-26,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-03120/2019, complete genome",2019,9,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"OR795223.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-03221/2019","ssRNA(-)",15266,"complete","Germany",2019-03-06,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-03221/2019, complete genome",2019,10,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"OR795224.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-03354/2019","ssRNA(-)",15266,"complete","Germany",2019-03-09,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-03354/2019, complete genome",2019,10,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"OR795225.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/19-03357/2019","ssRNA(-)",15261,"complete","Germany",2019-03-06,"Human respiratory syncytial virus B isolate hRSV/B/Germany/19-03357/2019, complete genome",2019,10,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"OR795226.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/20-02635/2020","ssRNA(-)",15257,"complete","Germany",2020-02-24,"Human respiratory syncytial virus B isolate hRSV/B/Germany/20-02635/2020, complete genome",2020,9,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"OR795227.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/20-03008/2020","ssRNA(-)",15217,"complete","Germany",2020-03-02,"Human respiratory syncytial virus B isolate hRSV/B/Germany/20-03008/2020, complete genome",2020,10,"2019/2020","B","B.D.E.2","GB5.0.5a"
"OR795228.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/20-03626/2020","ssRNA(-)",15180,"complete","Germany",2020-03-17,"Human respiratory syncytial virus B isolate hRSV/B/Germany/20-03626/2020, complete genome",2020,12,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"OR795229.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/21-05218/2021","ssRNA(-)",15211,"complete","Germany",2021-06-17,"Human respiratory syncytial virus B isolate hRSV/B/Germany/21-05218/2021, complete genome",2021,24,"2020/2021","B","B.D.4.1","GB5.0.5a"
"OR795230.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/21-06291/2021","ssRNA(-)",15174,"complete","Germany",2021-06-17,"Human respiratory syncytial virus B isolate hRSV/B/Germany/21-06291/2021, complete genome",2021,24,"2020/2021","B","B.D.E.1","GB5.0.5a"
"OR795231.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/21-06352/2021","ssRNA(-)",15254,"complete","Germany",2021-08-20,"Human respiratory syncytial virus B isolate hRSV/B/Germany/21-06352/2021, complete genome",2021,33,"2020/2021","B","B.D.4.1.1","GB5.0.5a"
"OR795232.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/21-06788/2021","ssRNA(-)",15211,"complete","Germany",2021-09-09,"Human respiratory syncytial virus B isolate hRSV/B/Germany/21-06788/2021, complete genome",2021,36,"2020/2021","B","B.D.4.1.1","GB5.0.5a"
"OR795233.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/21-06864/2021","ssRNA(-)",15254,"complete","Germany",2021-09-13,"Human respiratory syncytial virus B isolate hRSV/B/Germany/21-06864/2021, complete genome",2021,37,"2020/2021","B","B.D.4.1.1","GB5.0.5a"
"OR795234.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/21-06877/2021","ssRNA(-)",15212,"complete","Germany",2021-09-14,"Human respiratory syncytial virus B isolate hRSV/B/Germany/21-06877/2021, complete genome",2021,37,"2020/2021","B","B.D.4.1.1","GB5.0.5a"
"OR795235.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00086/2021","ssRNA(-)",15258,"complete","Germany",2021-09-30,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00086/2021, complete genome",2021,39,"2020/2021","B","B.D.E.1","GB5.0.5a"
"OR795236.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00142/2021","ssRNA(-)",15257,"complete","Germany",2021-10-03,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00142/2021, complete genome",2021,40,"2021/2022","B","B.D.E.1","GB5.0.5a"
"OR795237.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00161/2021","ssRNA(-)",15265,"complete","Germany",2021-10-04,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00161/2021, complete genome",2021,40,"2021/2022","B","B.D.4.1.1","GB5.0.5a"
"OR795238.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00184/2021","ssRNA(-)",15219,"complete","Germany",2021-10-06,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00184/2021, complete genome",2021,40,"2021/2022","B","B.D.E.1","GB5.0.5a"
"OR795239.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00346/2021","ssRNA(-)",15217,"complete","Germany",2021-10-11,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00346/2021, complete genome",2021,41,"2021/2022","B","B.D.E.1","GB5.0.5a"
"OR795240.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00430/2021","ssRNA(-)",15211,"complete","Germany",2021-10-13,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00430/2021, complete genome",2021,41,"2021/2022","B","B.D.4.1.1","GB5.0.5a"
"OR795241.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00578/2021","ssRNA(-)",15270,"complete","Germany",2021-10-19,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00578/2021, complete genome",2021,42,"2021/2022","B","B.D.E.1","GB5.0.5a"
"OR795242.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00642/2021","ssRNA(-)",15258,"complete","Germany",2021-10-18,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00642/2021, complete genome",2021,42,"2021/2022","B","B.D.E.1","GB5.0.5a"
"OR795243.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00745/2021","ssRNA(-)",15247,"complete","Germany",2021-10-25,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00745/2021, complete genome",2021,43,"2021/2022","B","B.D.E.1","GB5.0.5a"
"OR795244.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00768/2021","ssRNA(-)",15258,"complete","Germany",2021-10-21,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00768/2021, complete genome",2021,42,"2021/2022","B","B.D.E.1","GB5.0.5a"
"OR795245.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00789/2021","ssRNA(-)",15253,"complete","Germany",2021-10-22,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00789/2021, complete genome",2021,42,"2021/2022","B","B.D.E.1","GB5.0.5a"
"OR795246.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00798/2021","ssRNA(-)",15213,"complete","Germany",2021-10-26,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00798/2021, complete genome",2021,43,"2021/2022","B","B.D.4.1.1","GB5.0.5a"
"OR795247.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-00815/2021","ssRNA(-)",15217,"complete","Germany",2021-10-26,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-00815/2021, complete genome",2021,43,"2021/2022","B","B.D.4.1.1","GB5.0.5a"
"OR795248.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-01124/2021","ssRNA(-)",15220,"complete","Germany",2021-11-04,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-01124/2021, complete genome",2021,44,"2021/2022","B","B.D.E.1","GB5.0.5a"
"OR795249.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-01128/2021","ssRNA(-)",15254,"complete","Germany",2021-11-03,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-01128/2021, complete genome",2021,44,"2021/2022","B","B.D.4.1","GB5.0.5a"
"OR795250.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-01261/2021","ssRNA(-)",15210,"complete","Germany",2021-11-08,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-01261/2021, complete genome",2021,45,"2021/2022","B","B.D.4.1.1","GB5.0.5a"
"OR795251.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-01319/2021","ssRNA(-)",15220,"complete","Germany",2021-11-04,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-01319/2021, complete genome",2021,44,"2021/2022","B","B.D.E.1","GB5.0.5a"
"OR795252.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-01489/2021","ssRNA(-)",15218,"complete","Germany",2021-11-11,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-01489/2021, complete genome",2021,45,"2021/2022","B","B.D.E.1","GB5.0.5a"
"OR795253.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-01518/2021","ssRNA(-)",15218,"complete","Germany",2021-11-12,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-01518/2021, complete genome",2021,45,"2021/2022","B","B.D.E.1","GB5.0.5a"
"OR795254.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-01633/2021","ssRNA(-)",15259,"complete","Germany",2021-11-15,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-01633/2021, complete genome",2021,46,"2021/2022","B","B.D.E.1","GB5.0.5a"
"OR795255.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-01678/2021","ssRNA(-)",15257,"complete","Germany",2021-11-17,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-01678/2021, complete genome",2021,46,"2021/2022","B","B.D.E.1","GB5.0.5a"
"OR795256.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-01785/2021","ssRNA(-)",15221,"complete","Germany",2021-11-15,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-01785/2021, complete genome",2021,46,"2021/2022","B","B.D.E.1","GB5.0.5a"
"OR795257.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-01932/2021","ssRNA(-)",15259,"complete","Germany",2021-11-25,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-01932/2021, complete genome",2021,47,"2021/2022","B","B.D.E.1","GB5.0.5a"
"OR795258.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-01996/2021","ssRNA(-)",15211,"complete","Germany",2021-11-21,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-01996/2021, complete genome",2021,47,"2021/2022","B","B.D.4.1.1","GB5.0.5a"
"OR795259.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-02190/2021","ssRNA(-)",15215,"complete","Germany",2021-11-25,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-02190/2021, complete genome",2021,47,"2021/2022","B","B.D.4.1.1","GB5.0.5a"
"OR795260.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-02282/2021","ssRNA(-)",15258,"complete","Germany",2021-12-01,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-02282/2021, complete genome",2021,48,"2021/2022","B","B.D.E.1","GB5.0.5a"
"OR795261.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/22-02569/2021","ssRNA(-)",15270,"complete","Germany",2021-12-13,"Human respiratory syncytial virus B isolate hRSV/B/Germany/22-02569/2021, complete genome",2021,50,"2021/2022","B","B.D.E.1","GB5.0.5a"
"OR795262.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00124/2022","ssRNA(-)",15259,"complete","Germany",2022-10-04,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00124/2022, complete genome",2022,40,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795263.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00193/2022","ssRNA(-)",15222,"complete","Germany",2022-10-12,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00193/2022, complete genome",2022,41,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795264.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00307/2022","ssRNA(-)",15222,"complete","Germany",2022-10-17,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00307/2022, complete genome",2022,42,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795265.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00454/2022","ssRNA(-)",15214,"complete","Germany",2022-10-25,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00454/2022, complete genome",2022,43,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795266.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00550/2022","ssRNA(-)",15270,"complete","Germany",2022-10-27,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00550/2022, complete genome",2022,43,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795267.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00618/2022","ssRNA(-)",15091,"complete","Germany",2022-11-02,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00618/2022, complete genome",2022,44,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795268.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00747/2022","ssRNA(-)",15266,"complete","Germany",2022-11-07,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00747/2022, complete genome",2022,45,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795269.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00753/2022","ssRNA(-)",15261,"complete","Germany",2022-11-03,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00753/2022, complete genome",2022,44,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795270.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00758/2022","ssRNA(-)",15258,"complete","Germany",2022-11-07,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00758/2022, complete genome",2022,45,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795271.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00794/2022","ssRNA(-)",15213,"complete","Germany",2022-11-07,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00794/2022, complete genome",2022,45,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795272.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00795/2022","ssRNA(-)",15261,"complete","Germany",2022-11-07,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00795/2022, complete genome",2022,45,"2022/2023","B","B.D.4.1.1","GB5.0.5a"
"OR795273.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00938/2022","ssRNA(-)",15270,"complete","Germany",2022-11-10,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00938/2022, complete genome",2022,45,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795274.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-00941/2022","ssRNA(-)",15257,"complete","Germany",2022-11-11,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-00941/2022, complete genome",2022,45,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795275.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-01036/2022","ssRNA(-)",15090,"complete","Germany",2022-11-14,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-01036/2022, complete genome",2022,46,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795276.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-01092/2022","ssRNA(-)",15258,"complete","Germany",2022-11-14,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-01092/2022, complete genome",2022,46,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795277.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-01129/2022","ssRNA(-)",15222,"complete","Germany",2022-11-16,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-01129/2022, complete genome",2022,46,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795278.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-01164/2022","ssRNA(-)",15268,"complete","Germany",2022-11-15,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-01164/2022, complete genome",2022,46,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795279.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-01166/2022","ssRNA(-)",15214,"complete","Germany",2022-11-16,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-01166/2022, complete genome",2022,46,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795280.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-01167/2022","ssRNA(-)",15069,"complete","Germany",2022-11-17,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-01167/2022, complete genome",2022,46,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795281.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-01322/2022","ssRNA(-)",15220,"complete","Germany",2022-11-21,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-01322/2022, complete genome",2022,47,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795282.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-01347/2022","ssRNA(-)",15266,"complete","Germany",2022-11-21,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-01347/2022, complete genome",2022,47,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795283.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-01355/2022","ssRNA(-)",15069,"complete","Germany",2022-11-22,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-01355/2022, complete genome",2022,47,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795284.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-01410/2022","ssRNA(-)",15235,"complete","Germany",2022-11-22,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-01410/2022, complete genome",2022,47,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795285.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-01648/2022","ssRNA(-)",15065,"complete","Germany",2022-11-28,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-01648/2022, complete genome",2022,48,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795286.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-01649/2022","ssRNA(-)",15270,"complete","Germany",2022-11-28,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-01649/2022, complete genome",2022,48,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795287.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-01675/2022","ssRNA(-)",15063,"complete","Germany",2022-11-25,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-01675/2022, complete genome",2022,47,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795288.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-02020/2022","ssRNA(-)",15254,"complete","Germany",2022-12-01,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-02020/2022, complete genome",2022,48,"2022/2023","B","B.D.4.1.1","GB5.0.5a"
"OR795289.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-02051/2022","ssRNA(-)",15260,"complete","Germany",2022-12-05,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-02051/2022, complete genome",2022,49,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795290.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-02179/2022","ssRNA(-)",15268,"complete","Germany",2022-12-02,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-02179/2022, complete genome",2022,48,"2022/2023","B","B.D.E.1","GB5.0.5a"
"OR795291.1","Human respiratory syncytial virus B","Robert Koch Institut","Germany","hRSV/B/Germany/23-02311/2022","ssRNA(-)",15260,"complete","Germany",2022-12-07,"Human respiratory syncytial virus B isolate hRSV/B/Germany/23-02311/2022, complete genome",2022,49,"2022/2023","B","B.D.E.1","GB5.0.5a"
"PP376842.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101018","ssRNA(-)",15070,"partial","Spain",2017-12-01,"Human respiratory syncytial virus B isolate 340101018, partial genome",2017,48,"2017/2018","B","B.D.4.1","GB5.0.5a"
